#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;
xmvsfar2;X-Men vs Street Fighter (960919 Asia);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfar2;X-Men vs Street Fighter (960919 Asia);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfar1;X-Men vs Street Fighter (961004 Asia);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfar1;X-Men vs Street Fighter (961004 Asia);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfar1;X-Men vs Street Fighter (961004 Asia);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfar1;X-Men vs Street Fighter (961004 Asia);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsf;X-Men vs Street Fighter (961004 Euro);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsf;X-Men vs Street Fighter (961004 Euro);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsf;X-Men vs Street Fighter (961004 Euro);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsf;X-Men vs Street Fighter (961004 Euro);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfh;X-Men vs Street Fighter (961004 Hispanic);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfh;X-Men vs Street Fighter (961004 Hispanic);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfh;X-Men vs Street Fighter (961004 Hispanic);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfh;X-Men vs Street Fighter (961004 Hispanic);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfj;X-Men vs Street Fighter (961004 Japan);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfj;X-Men vs Street Fighter (961004 Japan);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfj;X-Men vs Street Fighter (961004 Japan);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfj;X-Men vs Street Fighter (961004 Japan);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfu1d;X-Men vs Street Fighter (961004 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;1996;bootleg;;;;;;0;;;;;;
xmvsfu1d;X-Men vs Street Fighter (961004 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;1996;bootleg;;;;;;;;;;;;
xmvsfu1d;X-Men vs Street Fighter (961004 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;1996;bootleg;;;;;;0;;;;;;
xmvsfu1d;X-Men vs Street Fighter (961004 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;1996;bootleg;;;;;;;;;;;;
xmvsfur1;X-Men vs Street Fighter (961004 USA);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfur1;X-Men vs Street Fighter (961004 USA);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfur1;X-Men vs Street Fighter (961004 USA);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfur1;X-Men vs Street Fighter (961004 USA);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfa;X-Men vs Street Fighter (961023 Asia);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfa;X-Men vs Street Fighter (961023 Asia);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfa;X-Men vs Street Fighter (961023 Asia);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfa;X-Men vs Street Fighter (961023 Asia);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfb;X-Men vs Street Fighter (961023 Brazil);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfb;X-Men vs Street Fighter (961023 Brazil);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfb;X-Men vs Street Fighter (961023 Brazil);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfb;X-Men vs Street Fighter (961023 Brazil);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfu;X-Men vs Street Fighter (961023 USA);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfu;X-Men vs Street Fighter (961023 USA);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xmvsfu;X-Men vs Street Fighter (961023 USA);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
xmvsfu;X-Men vs Street Fighter (961023 USA);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
xpertsp;X-perts (Prototype);Final Burn Alpha;;1996;Sega;Game Show;;;;;0;;;;;;
xpertsp;X-perts (Prototype);Final Burn Alpha;;1996;Sega;;;;;;;;;;;;
xpertsp;X-perts (Prototype);Final Burn Alpha;;1996;Sega;;;;;;0;;;;;;
xpertsp;X-perts (Prototype);Final Burn Alpha;;1996;Sega;;;;;;;;;;;;
xperts;X-perts (USA);Final Burn Alpha;;1996;Sega;;;;;;0;;;;;;
xperts;X-perts (USA);Final Burn Alpha;;1996;Sega;;;;;;;;;;;;
xperts;X-perts (USA);Final Burn Alpha;;1996;Sega;;;;;;0;;;;;;
xperts;X-perts (USA);Final Burn Alpha;;1996;Sega;;;;;;;;;;;;
xdr;XDR - X Dazedly Ray (Jpn);Final Burn Alpha;;1990;Unipac;Game Show;;;;;0;;;;;;
xdr;XDR - X Dazedly Ray (Jpn);Final Burn Alpha;;1990;Unipac;;;;;;;;;;;;
xdr;XDR - X Dazedly Ray (Jpn);Final Burn Alpha;;1990;Unipac;;;;;;0;;;;;;
xdr;XDR - X Dazedly Ray (Jpn);Final Burn Alpha;;1990;Unipac;;;;;;;;;;;;
3in1semi;XESS - The New Revolution (SemiCom 3-in-1);Final Burn Alpha;;1997;SemiCom;Game Show;;;;;0;;;;;;
3in1semi;XESS - The New Revolution (SemiCom 3-in-1);Final Burn Alpha;;1997;SemiCom;;;;;;;;;;;;
3in1semi;XESS - The New Revolution (SemiCom 3-in-1);Final Burn Alpha;;1997;SemiCom;;;;;;0;;;;;;
3in1semi;XESS - The New Revolution (SemiCom 3-in-1);Final Burn Alpha;;1997;SemiCom;;;;;;;;;;;;
XZR (J);XZR (J);Sega Mega Drive Japan;;;;Game Show;;;;;;;;;;;
XZR (J);XZR (J);Sega Mega Drive Japan;;;;;;;;;;;;;;;
xsleenaj;Xain'd Sleena (Japan);Final Burn Alpha;;1986;Technos Japan;Game Show;;;;;0;;;;;;
xsleenaj;Xain'd Sleena (Japan);Final Burn Alpha;;1986;Technos Japan;;;;;;;;;;;;
xsleenaj;Xain'd Sleena (Japan);Final Burn Alpha;;1986;Technos Japan;;;;;;0;;;;;;
xsleenaj;Xain'd Sleena (Japan);Final Burn Alpha;;1986;Technos Japan;;;;;;;;;;;;
xsleena;Xain'd Sleena (World);Final Burn Alpha;;1986;Technos Japan (Taito license);;;;;;0;;;;;;
xsleena;Xain'd Sleena (World);Final Burn Alpha;;1986;Technos Japan (Taito license);;;;;;;;;;;;
xsleena;Xain'd Sleena (World);Final Burn Alpha;;1986;Technos Japan (Taito license);;;;;;0;;;;;;
xsleena;Xain'd Sleena (World);Final Burn Alpha;;1986;Technos Japan (Taito license);;;;;;;;;;;;
xenon2;Xenon 2 - Megablast (Euro);Final Burn Alpha;;1992;Virgin Games;Game Show;;;;;0;;;;;;
xenon2;Xenon 2 - Megablast (Euro);Final Burn Alpha;;1992;Virgin Games;;;;;;;;;;;;
xenon2;Xenon 2 - Megablast (Euro);Final Burn Alpha;;1992;Virgin Games;;;;;;0;;;;;;
xenon2;Xenon 2 - Megablast (Euro);Final Burn Alpha;;1992;Virgin Games;;;;;;;;;;;;
xevious;Xevious - Fardraut Densetsu;Final Burn Alpha;;1990;Namcot;Game Show;;;;;0;;;;;;
xevious;Xevious - Fardraut Densetsu;Final Burn Alpha;;1990;Namcot;Game Show;;;;;;;;;;;
xevious;Xevious - Fardraut Densetsu;Final Burn Alpha;;1990;Namcot;Game Show;;;;;0;;;;;;
xevious;Xevious - Fardraut Densetsu;Final Burn Alpha;;1990;Namcot;Game Show;;;;;;;;;;;
Xevious - Fardraut Densetsu (Japan);Xevious - Fardraut Densetsu;NEC PC Engine;;;;Game Show;;;;;0;;;;;;
Xevious - Fardraut Densetsu (Japan);Xevious - Fardraut Densetsu;NEC PC Engine;;None;None;Game Show;;;;;;;;;;;
Xevious - Fardraut Densetsu (Japan);Xevious - Fardraut Densetsu;NEC PC Engine;;;;Game Show;;;;;0;;;;;;
Xevious - Fardraut Densetsu (Japan);Xevious - Fardraut Densetsu;NEC PC Engine;;None;None;Game Show;;;;;;;;;;;
xiaomo;Xiao Monv - Magic Girl (Chi);Final Burn Alpha;;199?;unlicensed;Game Show;;;;;0;;;;;;
xiaomo;Xiao Monv - Magic Girl (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;;;;;;;
xiaomo;Xiao Monv - Magic Girl (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;;
xiaomo;Xiao Monv - Magic Girl (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;;;;;;;
xinqig;Xin Qi Gai Wang Zi (Chi);Final Burn Alpha;;1996;C&E;Game Show;;;;;0;;;;;;
xinqig;Xin Qi Gai Wang Zi (Chi);Final Burn Alpha;;1996;C&E;;;;;;;;;;;;
xinqig;Xin Qi Gai Wang Zi (Chi);Final Burn Alpha;;1996;C&E;;;;;;0;;;;;;
xinqig;Xin Qi Gai Wang Zi (Chi);Final Burn Alpha;;1996;C&E;;;;;;;;;;;;
xinqig1;Xin Qi Gai Wang Zi (Chi, Alt);Final Burn Alpha;;1996;C&E;;;;;;0;;;;;;
xinqig1;Xin Qi Gai Wang Zi (Chi, Alt);Final Burn Alpha;;1996;C&E;;;;;;;;;;;;
xinqig1;Xin Qi Gai Wang Zi (Chi, Alt);Final Burn Alpha;;1996;C&E;;;;;;0;;;;;;
xinqig1;Xin Qi Gai Wang Zi (Chi, Alt);Final Burn Alpha;;1996;C&E;;;;;;;;;;;;
xorworld;Xor World (prototype);Final Burn Alpha;;1990;Gaelco;Game Show;;;;;0;;;;;;
xorworld;Xor World (prototype);Final Burn Alpha;;1990;Gaelco;;;;;;;;;;;;
xorworld;Xor World (prototype);Final Burn Alpha;;1990;Gaelco;;;;;;0;;;;;;
xorworld;Xor World (prototype);Final Burn Alpha;;1990;Gaelco;;;;;;;;;;;;
yasech;Ya Se Chuan Shuo (Chi);Final Burn Alpha;;1995;Chuanpu Technologies;Game Show;;;;;0;;;;;;
yasech;Ya Se Chuan Shuo (Chi);Final Burn Alpha;;1995;Chuanpu Technologies;;;;;;;;;;;;
yasech;Ya Se Chuan Shuo (Chi);Final Burn Alpha;;1995;Chuanpu Technologies;;;;;;0;;;;;;
yasech;Ya Se Chuan Shuo (Chi);Final Burn Alpha;;1995;Chuanpu Technologies;;;;;;;;;;;;
yangji;Yang Jia Jiang - Yang Warrior Family (Chi);Final Burn Alpha;;199?;unlicensed;Game Show;;;;;0;;;;;;
yangji;Yang Jia Jiang - Yang Warrior Family (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;;;;;;;
yangji;Yang Jia Jiang - Yang Warrior Family (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;;
yangji;Yang Jia Jiang - Yang Warrior Family (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;;;;;;;
yankeedo;Yankee DO!;Final Burn Alpha;;1982;hack;Game Show;;;;;0;;;;;;
yankeedo;Yankee DO!;Final Burn Alpha;;1982;hack;Game Show;;;;;;;;;;;
yankeedo;Yankee DO!;Final Burn Alpha;;1982;hack;Game Show;;;;;0;;;;;;
yankeedo;Yankee DO!;Final Burn Alpha;;1982;hack;Game Show;;;;;;;;;;;
yesnoj;Yes/No Sinri Tokimeki Chart;Final Burn Alpha;;1992;Taito Corporation;Game Show;;;;;0;;;;;;
yesnoj;Yes/No Sinri Tokimeki Chart;Final Burn Alpha;;1992;Taito Corporation;Game Show;;;;;;;;;;;
yesnoj;Yes/No Sinri Tokimeki Chart;Final Burn Alpha;;1992;Taito Corporation;Game Show;;;;;0;;;;;;
yesnoj;Yes/No Sinri Tokimeki Chart;Final Burn Alpha;;1992;Taito Corporation;Game Show;;;;;;;;;;;
yobro;Yo, Bro;Final Burn Alpha;;1991;NEC;Game Show;;;;;0;;;;;;
yobro;Yo, Bro;Final Burn Alpha;;1991;NEC;Game Show;;;;;;;;;;;
yobro;Yo, Bro;Final Burn Alpha;;1991;NEC;Game Show;;;;;0;;;;;;
yobro;Yo, Bro;Final Burn Alpha;;1991;NEC;Game Show;;;;;;;;;;;
yogibear;Yogi Bear's Cartoon Capers (Euro);Final Burn Alpha;;1994;Empire Interactive;Game Show;;;;;0;;;;;;
yogibear;Yogi Bear's Cartoon Capers (Euro);Final Burn Alpha;;1994;Empire Interactive;;;;;;;;;;;;
yogibear;Yogi Bear's Cartoon Capers (Euro);Final Burn Alpha;;1994;Empire Interactive;;;;;;0;;;;;;
yogibear;Yogi Bear's Cartoon Capers (Euro);Final Burn Alpha;;1994;Empire Interactive;;;;;;;;;;;;
youjyudn;Youjyuden (Japan);Final Burn Alpha;;1986;Irem;Game Show;;;;;0;;;;;;
youjyudn;Youjyuden (Japan);Final Burn Alpha;;1986;Irem;;;;;;;;;;;;
youjyudn;Youjyuden (Japan);Final Burn Alpha;;1986;Irem;;;;;;0;;;;;;
youjyudn;Youjyuden (Japan);Final Burn Alpha;;1986;Irem;;;;;;;;;;;;
youkaid;Youkai Douchuuki;Final Burn Alpha;;1988;Namcot;Game Show;;;;;0;;;;;;
youkaid;Youkai Douchuuki;Final Burn Alpha;;1988;Namcot;Game Show;;;;;;;;;;;
youkaid;Youkai Douchuuki;Final Burn Alpha;;1988;Namcot;Game Show;;;;;0;;;;;;
youkaid;Youkai Douchuuki;Final Burn Alpha;;1988;Namcot;Game Show;;;;;;;;;;;
Youkai Douchuuki (Japan);Youkai Douchuuki;NEC PC Engine;;;;Game Show;;;;;0;;;;;;
Youkai Douchuuki (Japan);Youkai Douchuuki;NEC PC Engine;;None;None;Game Show;;;;;;;;;;;
Youkai Douchuuki (Japan);Youkai Douchuuki;NEC PC Engine;;;;Game Show;;;;;0;;;;;;
Youkai Douchuuki (Japan);Youkai Douchuuki;NEC PC Engine;;None;None;Game Show;;;;;;;;;;;
Ys (Japan);Ys (Japan);Sega Mark III;;;;Game Show;;;;;;;;;;;
Ys (Japan);Ys (Japan);Sega Mark III;;;;;;;;;;;;;;;
ys3j;Ys - Wanderers from Ys (Jpn);Final Burn Alpha;;1991;Reno;Game Show;;;;;0;;;;;;
ys3j;Ys - Wanderers from Ys (Jpn);Final Burn Alpha;;1991;Reno;;;;;;;;;;;;
ys3j;Ys - Wanderers from Ys (Jpn);Final Burn Alpha;;1991;Reno;;;;;;0;;;;;;
ys3j;Ys - Wanderers from Ys (Jpn);Final Burn Alpha;;1991;Reno;;;;;;;;;;;;
ys3;Ys III (USA);Final Burn Alpha;;1991;Renovation;Game Show;;;;;0;;;;;;
ys3;Ys III (USA);Final Burn Alpha;;1991;Renovation;;;;;;;;;;;;
ys3;Ys III (USA);Final Burn Alpha;;1991;Renovation;;;;;;0;;;;;;
ys3;Ys III (USA);Final Burn Alpha;;1991;Renovation;;;;;;;;;;;;
yuyumt;Yu Yu Hakusho - Makyou Toitsusen (Jpn);Final Burn Alpha;;1994;Sega;Game Show;;;;;0;;;;;;
yuyumt;Yu Yu Hakusho - Makyou Toitsusen (Jpn);Final Burn Alpha;;1994;Sega;;;;;;;;;;;;
yuyumt;Yu Yu Hakusho - Makyou Toitsusen (Jpn);Final Burn Alpha;;1994;Sega;;;;;;0;;;;;;
yuyumt;Yu Yu Hakusho - Makyou Toitsusen (Jpn);Final Burn Alpha;;1994;Sega;;;;;;;;;;;;
yuyusf;Yu Yu Hakusho - Sunset Fighters (Bra);Final Burn Alpha;;199?;Tec Toy;Game Show;;;;;0;;;;;;
yuyusf;Yu Yu Hakusho - Sunset Fighters (Bra);Final Burn Alpha;;199?;Tec Toy;;;;;;;;;;;;
yuyusf;Yu Yu Hakusho - Sunset Fighters (Bra);Final Burn Alpha;;199?;Tec Toy;;;;;;0;;;;;;
yuyusf;Yu Yu Hakusho - Sunset Fighters (Bra);Final Burn Alpha;;199?;Tec Toy;;;;;;;;;;;;
yuyug;Yu Yu Hakusho Gaiden (Jpn);Final Burn Alpha;;1994;Sega;Game Show;;;;;0;;;;;;
yuyug;Yu Yu Hakusho Gaiden (Jpn);Final Burn Alpha;;1994;Sega;;;;;;;;;;;;
yuyug;Yu Yu Hakusho Gaiden (Jpn);Final Burn Alpha;;1994;Sega;;;;;;0;;;;;;
yuyug;Yu Yu Hakusho Gaiden (Jpn);Final Burn Alpha;;1994;Sega;;;;;;;;;;;;
yukiwo;Yukiwo (World, prototype) [Prototype, Imperfect graphics];Final Burn Alpha;;1989;Taito Corporation Japan;Game Show;;;;;0;;;;;;
yukiwo;Yukiwo (World, prototype) [Prototype, Imperfect graphics];Final Burn Alpha;;1989;Taito Corporation Japan;;;;;;;;;;;;
yukiwo;Yukiwo (World, prototype) [Prototype, Imperfect graphics];Final Burn Alpha;;1989;Taito Corporation Japan;;;;;;0;;;;;;
yukiwo;Yukiwo (World, prototype) [Prototype, Imperfect graphics];Final Burn Alpha;;1989;Taito Corporation Japan;;;;;;;;;;;;
Yuu Yuu Hakusho Gaiden (Japan);Yuu Yuu Hakusho Gaiden (Japan);Sega Mega Drive Japan;;;;Game Show;;;;;;;;;;;
Yuu Yuu Hakusho Gaiden (Japan);Yuu Yuu Hakusho Gaiden (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;;
yuyu;Yuu Yuu Jinsei - Victory Life;Final Burn Alpha;;1988;Hudson;Game Show;;;;;0;;;;;;
yuyu;Yuu Yuu Jinsei - Victory Life;Final Burn Alpha;;1988;Hudson;Game Show;;;;;;;;;;;
yuyu;Yuu Yuu Jinsei - Victory Life;Final Burn Alpha;;1988;Hudson;Game Show;;;;;0;;;;;;
yuyu;Yuu Yuu Jinsei - Victory Life;Final Burn Alpha;;1988;Hudson;Game Show;;;;;;;;;;;
Yuu Yuu Jinsei - Victory Life (Japan);Yuu Yuu Jinsei - Victory Life;NEC PC Engine;;;;Game Show;;;;;0;;;;;;
Yuu Yuu Jinsei - Victory Life (Japan);Yuu Yuu Jinsei - Victory Life;NEC PC Engine;;None;None;Game Show;;;;;;;;;;;
Yuu Yuu Jinsei - Victory Life (Japan);Yuu Yuu Jinsei - Victory Life;NEC PC Engine;;;;Game Show;;;;;0;;;;;;
Yuu Yuu Jinsei - Victory Life (Japan);Yuu Yuu Jinsei - Victory Life;NEC PC Engine;;None;None;Game Show;;;;;;;;;;;
yuyugogo;Yuuyu no Quiz de GO!GO! (Japan);Final Burn Alpha;;1990;Taito Corporation;Game Show;;;;;0;;;;;;
yuyugogo;Yuuyu no Quiz de GO!GO! (Japan);Final Burn Alpha;;1990;Taito Corporation;;;;;;;;;;;;
yuyugogo;Yuuyu no Quiz de GO!GO! (Japan);Final Burn Alpha;;1990;Taito Corporation;;;;;;0;;;;;;
yuyugogo;Yuuyu no Quiz de GO!GO! (Japan);Final Burn Alpha;;1990;Taito Corporation;;;;;;;;;;;;
Zan Yasha Enbuden (Japan);Zan Yasha Enbuden (Japan);Sega Mega Drive Japan;;;;Game Show;;;;;;;;;;;
Zan Yasha Enbuden (Japan);Zan Yasha Enbuden (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;;
zanyasha;Zan Yasha Enbukyoku (Jpn);Final Burn Alpha;;1991;Wolf Team;Game Show;;;;;0;;;;;;
zanyasha;Zan Yasha Enbukyoku (Jpn);Final Burn Alpha;;1991;Wolf Team;;;;;;;;;;;;
zanyasha;Zan Yasha Enbukyoku (Jpn);Final Burn Alpha;;1991;Wolf Team;;;;;;0;;;;;;
zanyasha;Zan Yasha Enbukyoku (Jpn);Final Burn Alpha;;1991;Wolf Team;;;;;;;;;;;;
zanygolf1;Zany Golf (Euro, USA);Final Burn Alpha;;1990;Electronic Arts;Game Show;;;;;0;;;;;;
zanygolf1;Zany Golf (Euro, USA);Final Burn Alpha;;1990;Electronic Arts;;;;;;;;;;;;
zanygolf1;Zany Golf (Euro, USA);Final Burn Alpha;;1990;Electronic Arts;;;;;;0;;;;;;
zanygolf1;Zany Golf (Euro, USA);Final Burn Alpha;;1990;Electronic Arts;;;;;;;;;;;;
zanygolf;Zany Golf (Euro, USA, v1.1);Final Burn Alpha;;1990;Electronic Arts;;;;;;0;;;;;;
zanygolf;Zany Golf (Euro, USA, v1.1);Final Burn Alpha;;1990;Electronic Arts;;;;;;;;;;;;
zanygolf;Zany Golf (Euro, USA, v1.1);Final Burn Alpha;;1990;Electronic Arts;;;;;;0;;;;;;
zanygolf;Zany Golf (Euro, USA, v1.1);Final Burn Alpha;;1990;Electronic Arts;;;;;;;;;;;;
Zaxxon 3-D (World);Zaxxon 3-D (World);Sega Mark III;;;;Game Show;;;;;;;;;;;
Zaxxon 3-D (World);Zaxxon 3-D (World);Sega Mark III;;;;;;;;;;;;;;;
zedblade;Zed Blade / Operation Ragnarok;Final Burn Alpha;;1994;NMK;Game Show;;;;;0;;;;;;
