#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;
mworld4;Monster World IV (Jpn);Final Burn Alpha;;1994;Sega;;;;;;;;;;;;
mworld4;Monster World IV (Jpn);Final Burn Alpha;;1994;Sega;;;;;;0;;;;;;
mworld4;Monster World IV (Jpn);Final Burn Alpha;;1994;Sega;;;;;;;;;;;;
mstworld;Monsters World;Final Burn Alpha;;1994;TCH;;;;;;0;;;;;;
mstworld;Monsters World;Final Burn Alpha;;1994;TCH;;;;;;;;;;;;
mstworld;Monsters World;Final Burn Alpha;;1994;TCH;;;;;;0;;;;;;
mstworld;Monsters World;Final Burn Alpha;;1994;TCH;;;;;;;;;;;;
monstinc;Monsters, Inc. (Rus);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;;
monstinc;Monsters, Inc. (Rus);Final Burn Alpha;;199?;unknown;;;;;;;;;;;;
monstinc;Monsters, Inc. (Rus);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;;
monstinc;Monsters, Inc. (Rus);Final Burn Alpha;;199?;unknown;;;;;;;;;;;;
moonaln;Moon Alien;Final Burn Alpha;;1979;Nichibutsu (Karateco license);;;;;;0;;;;;;
moonaln;Moon Alien;Final Burn Alpha;;1979;Nichibutsu (Karateco license);;;;;;;;;;;;
moonaln;Moon Alien;Final Burn Alpha;;1979;Nichibutsu (Karateco license);;;;;;0;;;;;;
moonaln;Moon Alien;Final Burn Alpha;;1979;Nichibutsu (Karateco license);;;;;;;;;;;;
moonal2;Moon Alien Part 2;Final Burn Alpha;;1980;Nichibutsu;;;;;;0;;;;;;
moonal2;Moon Alien Part 2;Final Burn Alpha;;1980;Nichibutsu;;;;;;;;;;;;
moonal2;Moon Alien Part 2;Final Burn Alpha;;1980;Nichibutsu;;;;;;0;;;;;;
moonal2;Moon Alien Part 2;Final Burn Alpha;;1980;Nichibutsu;;;;;;;;;;;;
moonal2b;Moon Alien Part 2 (older version);Final Burn Alpha;;1980;Nichibutsu;;;;;;0;;;;;;
moonal2b;Moon Alien Part 2 (older version);Final Burn Alpha;;1980;Nichibutsu;;;;;;;;;;;;
moonal2b;Moon Alien Part 2 (older version);Final Burn Alpha;;1980;Nichibutsu;;;;;;0;;;;;;
moonal2b;Moon Alien Part 2 (older version);Final Burn Alpha;;1980;Nichibutsu;;;;;;;;;;;;
mooncrs4;Moon Crest [Bootleg];Final Burn Alpha;;1980;SG-Florence;;;;;;0;;;;;;
mooncrs4;Moon Crest [Bootleg];Final Burn Alpha;;1980;SG-Florence;;;;;;;;;;;;
mooncrs4;Moon Crest [Bootleg];Final Burn Alpha;;1980;SG-Florence;;;;;;0;;;;;;
mooncrs4;Moon Crest [Bootleg];Final Burn Alpha;;1980;SG-Florence;;;;;;;;;;;;
